asctb_table,record_number,as_label,as,cell_label,cell_id,matched_genes,matched_gene_count,gene_symbols,hgnc_ids,references
lymph-node,58,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,gamma-delta T cell,CL:0000798,KLRD1,1,TRDC; TRG; CD3D; CD3G; KLRD1; ID2,HGNC:12253; HGNC:12271; HGNC:1673; HGNC:1675; HGNC:6378; HGNC:5361,https://doi.org/10.1002/cti2.1079
lymph-node,57,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,T-helper 17 cell,CL:0000899,IL7R,1,RORC; CCR6; CD3D; CD3G; CD4; CD8A; ID2; IL7R; KLRB1,HGNC:10260; HGNC:1607; HGNC:1673; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:5361; HGNC:6024; HGNC:6373,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,43,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,CD1c-positive myeloid dendritic cell,CL:0002399,CD74,1,CD1C; CD86; CLEC10A; CD74; ITGAX; SIRPA,HGNC:1636; HGNC:1705; HGNC:16916; HGNC:1697; HGNC:6152; HGNC:9662,https://doi.org/10.1016/S0002-94401061694-X; https://doi.org/10.1016/j.immuni.2017.02.019; https://doi.org/10.1038/s41423-020-0511-y
lymph-node,85,sympathetic nerve,http://purl.obolibrary.org/obo/UBERON_0034729,sympathetic neuron,CL:0011103,NCAM1,1,UCHL1; NCAM1,HGNC:12513; HGNC:7656,https://doi.org/10.1046/j.1469-7580.1999.19410143.x
lymph-node,61,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,PTPRC,1,SELL; CD3D; CCR7; CD28; CD3G; CD4; CD8A; PTPRC,HGNC:10720; HGNC:1673; HGNC:1608; HGNC:1653; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:9666,https://doi.org/10.1002/cyto.a.20643
lymph-node,55,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,T-helper 1 cell,CL:0000545,IL7R,1,TBX21; CCR6; CD3D; CCR4; CD3G; CD4; CD8A; CXCR3; ID2; IL7R,HGNC:11599; HGNC:1607; HGNC:1673; HGNC:1605; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:4540; HGNC:5361; HGNC:6024,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,31,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,"CD4-positive, alpha-beta memory T cell",CL:0000897,PTPRC; ITGA1,2,CD3D; CXCR6; CD3G; CD4; CD8A; ITGA1; PTPRC,HGNC:1673; HGNC:16647; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:6134; HGNC:9666,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,33,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,T-helper 2 cell,CL:0000546,GATA3; IL7R,2,CD3D; CCR4; CD3G; CD4; CD8A; GATA3; PTGDR2; CXCR3; ID2; IL7R,HGNC:1673; HGNC:1605; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:4172; HGNC:4502; HGNC:4540; HGNC:5361; HGNC:6024,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,41,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,dendritic cell,CL:0000451,CD74; HLA-DRA,2,CD40; CD80; CD86; CD74; CD83; HLA-DRA; ICAM1; ITGAX,HGNC:11919; HGNC:1700; HGNC:1705; HGNC:1697; HGNC:1703; HGNC:4947; HGNC:5344; HGNC:6152,https://doi.org/10.1016/S0002-94401061680-X
lymph-node,38,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,"CD8-positive, alpha-beta memory T cell",CL:0000909,PTPRC; ITGA1,2,CD3D; CXCR6; CD3G; CD4; CD8A; ITGA1; PTPRC,HGNC:1673; HGNC:16647; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:6134; HGNC:9666,ISBN:9781933477060
lymph-node,24,lymph node germinal center light zone,http://purl.obolibrary.org/obo/UBERON_8410052,lymph node tingible body macrophage,CL:0000888,HLA-DRA; SPARC,2,SIGLEC1; SPARC; CD14; ITGAM; CD4; CD68; HLA-DRA; ITGAX,HGNC:11127; HGNC:11219; HGNC:1628; HGNC:6149; HGNC:1678; HGNC:1693; HGNC:4947; HGNC:6152,https://doi.org/10.1111/cas.13137
lymph-node,76,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,macrophage,CL:0000235,HLA-DRA; MRC1,2,CD14; CD209; CD4; CD68; MRC1; HLA-DRA; ITGAX; MARCO,HGNC:1628; HGNC:1641; HGNC:1678; HGNC:1693; HGNC:7228; HGNC:4947; HGNC:6152; HGNC:6895,https://doi.org/10.1182/blood-2008-06-165266
lymph-node,67,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,B cell,CL:0000236,HLA-DRA; MS4A1,2,CD19; MS4A1; CD79A; HLA-DRA,HGNC:1633; HGNC:7315; HGNC:1698; HGNC:4947,https://doi.org/10.1038/s41573-020-00092-2; PMCID:PMC1900414
lymph-node,74,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,B cell,CL:0000236,HLA-DRA; MS4A1,2,CD19; MS4A1; CD79A; HLA-DRA,HGNC:1633; HGNC:7315; HGNC:1698; HGNC:4947,ISBN:9781933477060
lymph-node,52,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,dendritic cell,CL:0000451,CD74; HLA-DRA,2,S100A12; CD40; CD80; CD86; CD74; CD83; HLA-DRA; ICAM1; ITGAX,HGNC:10489; HGNC:11919; HGNC:1700; HGNC:1705; HGNC:1697; HGNC:1703; HGNC:4947; HGNC:5344; HGNC:6152,https://doi.org/10.1016/S0002-94401061694-X; https://doi.org/10.1053/j.semdp.2017.11.002
lymph-node,50,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,"plasmacytoid dendritic cell, human",CL:0001058,PTPRC; TCF4,2,TCF4; CLEC4C; GZMB; JCHAIN; IL3RA; ITGAX; PTPRC,HGNC:11634; HGNC:13258; HGNC:4709; HGNC:5713; HGNC:6012; HGNC:6152; HGNC:9666,https://doi.org/10.1016/S0002-94401061694-X; https://doi.org/10.1097/pap.0b013e3181bb6bc2
lymph-node,54,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,"CD4-positive, alpha-beta memory T cell",CL:0000897,PTPRC; ITGA1,2,CD3D; CXCR6; CD3G; CD4; CD8A; ITGA1; PTPRC,HGNC:1673; HGNC:16647; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:6134; HGNC:9666,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,78,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,dendritic cell,CL:0000451,CD74; HLA-DRA,2,CD40; CD74; CD83; CD274; HLA-DRA; ITGAX,HGNC:11919; HGNC:1697; HGNC:1703; HGNC:17635; HGNC:4947; HGNC:6152,https://doi.org/10.1016/S0002-94401061694-X; https://doi.org/10.1053/j.semdp.2017.11.002
lymph-node,62,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,"CD8-positive, alpha-beta memory T cell",CL:0000909,PTPRC; ITGA1,2,CD3D; CXCR6; CD3G; CD4; CD8A; ITGA1; PTPRC,HGNC:1673; HGNC:16647; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:6134; HGNC:9666,https://doi.org/10.1002/cyto.a.20643
lymph-node,56,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,T-helper 2 cell,CL:0000546,GATA3; IL7R,2,CD3D; CCR4; CD3G; CD4; CD8A; GATA3; PTGDR2; CXCR3; ID2; IL7R,HGNC:1673; HGNC:1605; HGNC:1675; HGNC:1678; HGNC:1706; HGNC:4172; HGNC:4502; HGNC:4540; HGNC:5361; HGNC:6024,https://doi.org/10.4049/jimmunol.1701025; ISBN:9781933477060
lymph-node,10,subcapsular sinus of lymph node,http://purl.obolibrary.org/obo/UBERON_0005463,lymph node marginal reticular cell,CL:0009103,DES; ENPP2; VIM,3,CXCL13; TNFSF11; VIM; ACTA2; DES; PDPN; ENPP2; PECAM1,HGNC:10639; HGNC:11926; HGNC:12692; HGNC:130; HGNC:2770; HGNC:29602; HGNC:3357; HGNC:8823,https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.jcyt.2017.01.010; https://doi.org/10.3389/fimmu.2011.00035
lymph-node,20,lymph node germinal center light zone,http://purl.obolibrary.org/obo/UBERON_8410052,follicular dendritic cell,CL:0000442,CR1; CD74; VCAM1,3,CXCL13; VCAM1; MFGE8; FCER2; CD74; CR1; CR2; PDPN; FCGR1BP; FCGR2B; ICAM1; MADCAM1,HGNC:10639; HGNC:12663; HGNC:7036; HGNC:3612; HGNC:1697; HGNC:2334; HGNC:2336; HGNC:29602; HGNC:3614; HGNC:3618; HGNC:5344; HGNC:6765,https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.smim.2007.12.001; https://doi.org/10.1097/PAI.0b013e318183a8e2
lymph-node,27,lymph node germinal center dark zone,http://purl.obolibrary.org/obo/UBERON_8410053,B cell zone reticular cell,CL:0009104,CXCL12; DES; VIM,3,CXCL12; TNFSF11; VIM; ACTA2; DES; PDPN; PECAM1,HGNC:10672; HGNC:11926; HGNC:12692; HGNC:130; HGNC:2770; HGNC:29602; HGNC:8823,https://doi.org/10.1080/01926230600867727; ISBN:9781933477381
lymph-node,40,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,T cell zone reticular cell,CL:0009105,CCL21; DES; VIM,3,CCL19; CCL21; VIM; ACTA2; DES; PDPN; IL7; PECAM1,HGNC:10617; HGNC:10620; HGNC:12692; HGNC:130; HGNC:2770; HGNC:29602; HGNC:6023; HGNC:8823,https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.jcyt.2017.01.010; https://doi.org/10.3389/fimmu.2011.00035
lymph-node,45,lymph node paracortical sinus,http://purl.obolibrary.org/obo/UBERON_8410074,T cell zone reticular cell,CL:0009105,CCL21; DES; VIM,3,CCL19; CCL21; VIM; ACTA2; DES; PDPN; IL7; PECAM1,HGNC:10617; HGNC:10620; HGNC:12692; HGNC:130; HGNC:2770; HGNC:29602; HGNC:6023; HGNC:8823,https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.jcyt.2017.01.010; https://doi.org/10.3389/fimmu.2011.00035
lymph-node,16,lymph node primary follicle,http://purl.obolibrary.org/obo/UBERON_0010395,follicular dendritic cell,CL:0000442,CR1; CD74; VCAM1,3,FCGR2B; CXCL13; VCAM1; MFGE8; CD74; CR1; CR2; PDPN; FCGR1BP; ICAM1; MADCAM1,HGNC:3618; HGNC:10639; HGNC:12663; HGNC:7036; HGNC:1697; HGNC:2334; HGNC:2336; HGNC:29602; HGNC:3614; HGNC:5344; HGNC:6765,https://doi.org/10.1097/PAI.0b013e318183a8e2; https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.smim.2007.12.001
lymph-node,65,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,plasma cell,CL:0000786,SDC1; IRF4; MS4A1,3,SDC1; PRDM1; CD38; MS4A1; CD79A; IRF4,HGNC:10658; HGNC:9346; HGNC:1667; HGNC:7315; HGNC:1698; HGNC:6119,ISBN:9781933477060
lymph-node,69,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,medullary reticular cell,CL:0009106,CXCL12; DES; VIM,3,CXCL12; TNFSF11; VIM; ACTA2; DES; PDPN; PECAM1,HGNC:10672; HGNC:11926; HGNC:12692; HGNC:130; HGNC:2770; HGNC:29602; HGNC:8823,https://doi.org/10.1016/j.ajpath.2010.12.039; https://doi.org/10.1016/j.jcyt.2017.01.010; https://doi.org/10.3389/fimmu.2011.00035.
lymph-node,73,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,plasma cell,CL:0000786,SDC1; IRF4; MS4A1,3,SDC1; PRDM1; CD27; CD38; MS4A1; CD79A; IRF4,HGNC:10658; HGNC:9346; HGNC:11922; HGNC:1667; HGNC:7315; HGNC:1698; HGNC:6119,ISBN:9781933477060; PMCID:PMC1900414
lymph-node,46,lymph node paracortical sinus,http://purl.obolibrary.org/obo/UBERON_8410074,macrophage,CL:0000235,CD163; HLA-DRA; MRC1,3,CD4; CD68; MRC1; HLA-DRA; ITGAX; SIGLEC1; CD14; CD163; CD209,HGNC:1678; HGNC:1693; HGNC:7228; HGNC:4947; HGNC:6152; HGNC:11127; HGNC:1628; HGNC:1631; HGNC:1641,https://doi.org/10.1097/01.pas.0000157940.80538.ec; https://doi.org/10.1182/blood-2008-06-165266; https://doi.org/10.1053/j.semdp.2017.11.002
lymph-node,9,subcapsular sinus of lymph node,http://purl.obolibrary.org/obo/UBERON_0005463,lymph node subcapsular sinus macrophage,CL:0000887,CD163; HLA-DRA; MRC1,3,CD209; CD4; CD68; MRC1; HLA-DRA; ITGAX; SIGLEC1; CD14; CD163,HGNC:1641; HGNC:1678; HGNC:1693; HGNC:7228; HGNC:4947; HGNC:6152; HGNC:11127; HGNC:1628; HGNC:1631,https://doi.org/10.1182/blood-2008-06-165266; https://doi.org/10.1053/j.semdp.2017.11.002; https://doi.org/10.1097/01.pas.0000157940.80538.ec
lymph-node,11,subcapsular sinus ceiling,http://purl.obolibrary.org/obo/UBERON_8410071,lymphatic endothelial cell of subcapsular sinus ceiling,CL:0009107,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; LYVE1; CLDN11; CAV1; ACKR4; PDPN; MARCO; MFAP4; NT5E; NUDT4; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:29602; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8051; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,21,lymph node germinal center light zone,http://purl.obolibrary.org/obo/UBERON_8410052,centrocyte,CL:0009111,BCL6; BCL2; MS4A1; MME,4,BCL6; CXCR5; CD27; CD19; CD38; MS4A1; CD83; CR2; IGHD; MKI67; MME; BCL2,HGNC:1001; HGNC:1060; HGNC:11922; HGNC:1633; HGNC:1667; HGNC:7315; HGNC:1703; HGNC:2336; HGNC:5480; HGNC:7107; HGNC:7154; HGNC:990,ISBN:9781933477060; https://doi.org/10.1182/blood-2012-03-415380; ISBN:9781933477381
lymph-node,1,capsule of lymph node,http://purl.obolibrary.org/obo/UBERON_0002194,myofibroblast cell,CL:0000186,COL3A1; DES; ELN; VIM,4,VIM; ACTA2; COL1A1; COL3A1; DES; ELN,HGNC:12692; HGNC:130; HGNC:2197; HGNC:2201; HGNC:2770; HGNC:3327,https://fblt.cz/en/skripta/v-krev-a-organy-imunitniho-systemu/6-thymus-mizni-uzliny-a-difuzni-imunitni-system/; https://www.pathologyoutlines.com/topic/lymphnodesanatomy.html; PMCID:PMC1899700
lymph-node,29,lymph node germinal center mantle zone,http://purl.obolibrary.org/obo/UBERON_0010420,memory B cell,CL:0000787,CD74; PTPRC; HLA-DRA; MS4A1,4,CD19; MS4A1; CD74; CD79A; HLA-DRA; PTPRC,HGNC:1633; HGNC:7315; HGNC:1697; HGNC:1698; HGNC:4947; HGNC:9666,ISBN:9781933477060; PMCID:PMC1900414
lymph-node,39,lymph node interfollicular cortex,http://purl.obolibrary.org/obo/UBERON_8410067,natural killer cell,CL:0000623,IL7R; KLRD1; KIT; NCAM1,4,CD40LG; CD3E; CD3G; KLRD1; KLRK1; FCGR3A; GEM; ID2; IL7R; KIT; KLRC1; NCAM1,HGNC:11935; HGNC:1674; HGNC:1675; HGNC:6378; HGNC:18788; HGNC:3619; HGNC:4234; HGNC:5361; HGNC:6024; HGNC:6342; HGNC:6374; HGNC:7656,ISBN:9781933477060; https://doi.org/10.1038/nri.2016.34
lymph-node,4,trabecula of lymph node,http://purl.obolibrary.org/obo/UBERON_0002195,myofibroblast cell,CL:0000186,COL3A1; DES; ELN; VIM,4,VIM; ACTA2; COL1A1; COL3A1; DES; ELN,HGNC:12692; HGNC:130; HGNC:2197; HGNC:2201; HGNC:2770; HGNC:3327,https://doi.org/10.1002/ar.1091830404; https://fblt.cz/en/skripta/v-krev-a-organy-imunitniho-systemu/6-thymus-mizni-uzliny-a-difuzni-imunitni-system/
lymph-node,44,lymph node paracortical sinus,http://purl.obolibrary.org/obo/UBERON_8410074,endothelial cell of lymphatic vessel,CL:0002138,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; CLEC4M; LYVE1; CLDN11; CAV1; ACKR4; CD209; CD274; STAB2; CLEC4G; PDPN; ICAM1; MARCO; MFAP4; NT5E; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:13523; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:1641; HGNC:17635; HGNC:18629; HGNC:24591; HGNC:29602; HGNC:5344; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,25,lymph node germinal center light zone,http://purl.obolibrary.org/obo/UBERON_8410052,plasmablast,CL:0000980,CXCR4; SDC1; IRF4; MS4A1,4,SDC1; PRDM1; CD27; CD38; MS4A1; CD79A; CXCR4; IRF4,HGNC:10658; HGNC:9346; HGNC:11922; HGNC:1667; HGNC:7315; HGNC:1698; HGNC:2561; HGNC:6119,ISBN:9781933477060
lymph-node,18,lymph node primary follicle,http://purl.obolibrary.org/obo/UBERON_0010395,memory B cell,CL:0000787,CD74; PTPRC; HLA-DRA; MS4A1,4,HLA-DRA; CD27; CD19; MS4A1; CD74; CD79A; PTPRC,HGNC:4947; HGNC:11922; HGNC:1633; HGNC:7315; HGNC:1697; HGNC:1698; HGNC:9666,ISBN:9781933477381; PMCID:PMC1900414
lymph-node,63,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,natural killer cell,CL:0000623,IL7R; KLRD1; KIT; NCAM1,4,CD40LG; CD3E; CD3G; KLRD1; KLRK1; FCGR3A; GEM; ID2; IL7R; KIT; KLRC1; NCAM1,HGNC:11935; HGNC:1674; HGNC:1675; HGNC:6378; HGNC:18788; HGNC:3619; HGNC:4234; HGNC:5361; HGNC:6024; HGNC:6342; HGNC:6374; HGNC:7656,ISBN:9781933477060; https://doi.org/10.1038/nri.2016.34
lymph-node,13,trabecular sinus of lymph node,http://purl.obolibrary.org/obo/UBERON_8410032,lymphatic endothelial cell of trabecula,CL:0009109,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; LYVE1; CLDN11; CAV1; ACKR4; PDPN; MARCO; MFAP4; NT5E; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:29602; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,7,lymphatic vessel,http://purl.obolibrary.org/obo/UBERON_0001473,endothelial cell of lymphatic vessel,CL:0002138,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; LYVE1; CLDN11; CAV1; ACKR4; PDPN; MARCO; MFAP4; NT5E; NUDT4; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:29602; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8051; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,72,lymph node medullary sinus,http://purl.obolibrary.org/obo/UBERON_0009744,endothelial cell of lymphatic vessel,CL:0002138,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; CLEC4M; LYVE1; CLDN11; CAV1; ACKR4; CD209; CD274; STAB2; CLEC4G; PDPN; ICAM1; MARCO; MFAP4; NT5E; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:13523; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:1641; HGNC:17635; HGNC:18629; HGNC:24591; HGNC:29602; HGNC:5344; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,51,lymph node paracortical cord,http://purl.obolibrary.org/obo/UBERON_8410075,CD141-positive myeloid dendritic cell,CL:0002394,CADM1; CD74; ANPEP; THBD,4,THBD; CADM1; XCR1; ANPEP; CD74; CLEC9A; BATF3; IDO1; ITGAX,HGNC:11784; HGNC:5951; HGNC:1625; HGNC:500; HGNC:1697; HGNC:26705; HGNC:28915; HGNC:6059; HGNC:6152,https://doi.org/10.1016/S0002-94401061694-X; https://doi.org/10.1016/j.immuni.2017.02.019
lymph-node,47,arteriole of lymph node,http://purl.obolibrary.org/obo/UBERON_8410042,blood vessel endothelial cell,CL:0000071,CAV1; CD74; HLA-DRA; SPARCL1,4,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CD300LG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:30455; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823,https://doi.org/10.1369/jhc.4A6514.2005
lymph-node,48,lymphatic capillary,http://purl.obolibrary.org/obo/UBERON_0006842,blood vessel endothelial cell,CL:0000071,CAV1; CD74; HLA-DRA; SPARCL1,4,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CD300LG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:30455; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823,https://doi.org/10.1369/jhc.4A6514.2005
lymph-node,83,efferent lymphatic vessel,http://purl.obolibrary.org/obo/UBERON_0010397,endothelial cell of lymphatic vessel,CL:0002138,CAV1; PTPRC; PROX1; LYVE1,4,CAV1; ACKR4; PDPN; MARCO; MFAP4; NT5E; NUDT4; PECAM1; PROX1; PTPRC; TNFRSF9; LYVE1; CLDN11,HGNC:1527; HGNC:1611; HGNC:29602; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8051; HGNC:8823; HGNC:9459; HGNC:9666; HGNC:11924; HGNC:14687; HGNC:8514,https://doi.org/10.1016/j.immuni.2019.06.027; https://doi.org/10.3389/fcvm.2020.00052
lymph-node,82,subcapsular sinus of lymph node,http://purl.obolibrary.org/obo/UBERON_0005463,lymphatic endothelial cell of medulla ceiling,CL:0009110,CAV1; PROX1; PTPRC; LYVE1,4,TNFRSF9; LYVE1; CLDN11; CAV1; ACKR4; PDPN; MARCO; MFAP4; NT5E; PECAM1; PROX1; PTPRC,HGNC:11924; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:29602; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8823; HGNC:9459; HGNC:9666,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,77,lymph node medullary cord,http://purl.obolibrary.org/obo/UBERON_0009745,plasmablast,CL:0000980,CXCR4; SDC1; IRF4; MS4A1,4,CD79A; CXCR4; IRF4; SDC1; PRDM1; CD38; MS4A1,HGNC:1698; HGNC:2561; HGNC:6119; HGNC:10658; HGNC:9346; HGNC:1667; HGNC:7315,ISBN:9781933477060
lymph-node,14,venule of lymph node,http://purl.obolibrary.org/obo/UBERON_8410041,blood vessel endothelial cell,CL:0000071,CAV1; CD74; PROX1; HLA-DRA; SPARCL1,5,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CDH5; PDPN; CD300LG; FLT1; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3763; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459,https://doi.org/10.1369/jhc.4A6514.2005; https://doi.org/10.1371/journal.pone.0094781
lymph-node,15,arteriole of lymph node,http://purl.obolibrary.org/obo/UBERON_8410042,blood vessel endothelial cell,CL:0000071,CAV1; CD74; PROX1; HLA-DRA; SPARCL1,5,PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; FLT1; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1; CCL14; SPARCL1,HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:3763; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459; HGNC:10612; HGNC:11220,https://doi.org/10.1369/jhc.4A6514.2005; https://doi.org/10.1371/journal.pone.0094781
lymph-node,49,high endothelial venule of lymph node,http://purl.obolibrary.org/obo/UBERON_8410038,blood vessel endothelial cell,CL:0000071,COL4A2; CAV1; CD74; HLA-DRA; SPARCL1,5,CCL14; SPARCL1; ACTA2; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; COL4A2; NTAN1; CD300LG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; IL3RA; MARCO; PECAM1,HGNC:10612; HGNC:11220; HGNC:130; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:2203; HGNC:29909; HGNC:30455; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6012; HGNC:6895; HGNC:8823,https://doi.org/10.1038/nri32982012.
